RideID,LatOrigem,LongOrigem,LatDestino,LongDestino,Distancia_KM,Estimatives
1187756,-16.245.868.899.999.900,-47.910.638.899.999.900,-162.500.281,-479.226.617,1.92,"{'pop99': 5.76, 'Uber Promo': 6.5, 'Comfort': 8.0, 'Flash': 6.0, 'Bag': 9.0, 'UberX': 6.0}"
1187757,-19.939.812,-43.947.942.999.999.900,-199.222.121,-43.940.731,2.14,"{'UberX': 10.5, 'Comfort': 11.5, 'UberFlash': 10.5, 'Black': 15.5, 'poupa99': 9.99, 'pop99': 9.99, 'turbo-taxi': 16.1, 'regular-taxi': 16.1, 'Uber Promo': 9.5}"
1187758,-57.612.621,-35.252.203,-57.706.378,-3.526.885.319.999.990,4.0,"{'turbo-taxi': 15.08, 'regular-taxi': 20.1, 'Flash': 10.0, 'Uber Promo': 8.5, 'UberX': 10.0, 'pop99': 8.46}"
1187759,-234.756.737,-46.553.545,-234.853.759,-46.553.059,1.29,"{'UberX': 7.5, 'Comfort': 10.5, 'Flash': 7.5, 'Black': 10.5, 'Black Bag': 14.5, 'poupa99': 7.76, 'pop99': 7.76, 'turbo-taxi': 13.69, 'regular-taxi': 13.69, 'Uber Promo': 6.5}"
1187760,-29.176.811.299.999.900,-51.216.409.899.999.900,-291.858.071,-511.689.381,6.18,"{'Uber Flash': 20.0, 'UberX': 20.0, 'turbo-taxi': 28.79, 'regular-taxi': 30.6, 'pop99': 12.43}"
1187761,-237.437.719,-463.932.703,-236.792.065,-46.435.654,11.65,"{'pop99': 25.38, 'UberX': 23.5, 'Flash': 23.5, 'poupa99': 21.27}"
1187762,-229.505.577,-431.826.401,-229.505.577,-431.826.401,0.27,"{'Uber Promo': 8.0, 'Comfort': 9.5, 'poupa99': 7.76, 'UberFlash': 7.5, 'pop99': 7.76, 'Black': 11.5, 'turbo-taxi': 7.05, 'regular-taxi': 7.05, 'UberX': 7.5}"
1187763,-9.596.934.599.999.990,-357.524.599,-95.843.701,-357.665.808,2.58,"{'turbo-taxi': 13.05, 'regular-taxi': 16.91, 'Flash': 9.5, 'UberX': 9.5, 'Comfort': 12.5, 'pop99': 8.7}"
1187764,-9.596.934.599.999.990,-357.524.599,-95.843.701,-357.665.808,2.58,"{'Flash': 9.5, 'UberX': 9.5, 'Comfort': 12.5, 'pop99': 8.7, 'turbo-taxi': 13.05, 'regular-taxi': 16.91, 'Uber Promo': 8.0}"
1187765,-237.437.719,-463.932.703,-236.792.065,-46.435.654,11.65,"{'poupa99': 21.27, 'pop99': 25.38, 'Flash': 23.0, 'UberX': 23.0}"
1187766,-23.545.189,-466.947.349,-235.636.901,-466.931.537,03.05,"{'UberX': 10.5, 'Comfort': 13.5, 'Flash': 9.5, 'Black': 15.5, 'Bag': 13.5, 'Black Bag': 19.0, 'Taxi': 13.5, 'pop99': 9.74, 'turbo-taxi': 16.18, 'top99': 17.98, 'regular-taxi': 17.98, 'Uber Promo': 8.5}"
1187767,-227.880.382,-432.868.152,-227.077.622,-433.388.544,18.03,"{'Uber Promo': 21.0, 'UberX': 24.0, 'Comfort': 42.0, 'UberFlash': 24.0, 'Black': 57.0, 'pop99': 27.62, 'turbo-taxi': 52.0, 'regular-taxi': 52.0, 'poupa99': 20.68}"
1187769,-29.995.787.999.999.900,-511.410.945,-30.004.531,-5.115.987.800.000.000,2.8,"{'UberFlash': 8.5, 'UberX': 8.5, 'Comfort': 11.5, 'poupa99': 9.29, 'pop99': 9.29, 'turbo-taxi': 18.78, 'regular-taxi': 18.78, 'Uber Promo': 6.5}"
1187770,-296.841.424,-538.080.066,-296.848.407,-5.379.291.300.000.000,1.79,"{'UberX': 10.5, 'pop99': 8.22, 'regular-taxi': 11.64, 'UberX Promo': 8.0}"
1187771,-23.419.026,-51.941.816,-23.418.213,-51.931.118,1.62,"{'poupa99': 12.95, 'pop99': 12.95, 'turbo-taxi': 18.1, 'regular-taxi': 18.1, 'Comfort': 10.5, 'Uber Flash': 8.5, 'UberX': 8.5}"
1187772,-228.716.031,-43.276.891,-228.995.123,-433.091.892,8.5,"{'poupa99': 13.75, 'pop99': 15.28, 'turbo-taxi': 38.78, 'regular-taxi': 38.78, 'UberX': 12.5, 'Comfort': 22.0, 'UberFlash': 12.5, 'Black': 29.5, 'Uber Promo': 10.5}"
1187773,-228.716.031,-43.276.891,-228.995.123,-433.091.892,8.5,"{'pop99': 15.28, 'turbo-taxi': 38.78, 'regular-taxi': 38.78, 'Uber Promo': 10.5, 'UberX': 12.5, 'Comfort': 22.0, 'UberFlash': 12.5, 'Black': 29.5, 'poupa99': 13.75}"
1187774,-225.054.355,-419.289.243,-225.265.121,-419.666.862,5.63,"{'Uber Flash': 11.5, 'UberX': 11.5, 'Comfort': 18.0, 'regular-taxi': 27.38, 'Uber Promo': 9.5}"
1187775,-236.494.446,-465.625.197,-23.668.238,-465.678,3.72,"{'pop99': 10.46, 'turbo-taxi': 16.92, 'top99': 22.21, 'regular-taxi': 21.15, 'UberX': 11.5, 'Comfort': 16.0, 'Flash': 11.5, 'Black': 16.0, 'Bag': 16.5, 'Uber Promo': 9.5}"
1187777,-37.419.372,-3.848.753.749.999.990,-3.756.479.499.999.990,-3.848.886.089.999.990,2.39,"{'Moto': 5.5, 'Flash Moto': 7.0, 'UberX': 8.5, 'Comfort': 10.5, 'Flash': 8.5, 'poupa99': 8.34, 'pop99': 8.34, 'turbo-taxi': 15.18, 'regular-taxi': 15.18, 'UberX Promo': 8.0}"
1187779,-19.932.927.199.999.900,-439.306.116,-198.182.258,-439.774.513,15.65,"{'UberX': 28.5, 'Comfort': 39.0, 'UberFlash': 35.5, 'Black': 62.0, 'pop99': 29.26, 'turbo-taxi': 77.44, 'regular-taxi': 77.44, 'Uber Promo': 25.5}"
1187780,-2.295.575.239.999.990,-431.973.146,-22.842.623,-433.431.196,27.47,"{'poupa99': 43.6, 'pop99': 48.41, 'turbo-taxi': 119.85, 'regular-taxi': 119.85, 'UberX': 46.0, 'Comfort': 76.5, 'UberFlash': 46.0, 'Black': 83.0, 'Uber Promo': 38.0}"
1187781,-228.402.715,-430.139.083,-228.341.811,-429.657.172,08.09,"{'UberX': 13.5, 'Comfort': 22.0, 'UberFlash': 13.5, 'Black': 27.0, 'poupa99': 13.4, 'pop99': 17.86, 'turbo-taxi': 29.26, 'regular-taxi': 29.26, 'Uber Promo': 11.5}"
1187782,-22.956.043.299.999.900,-43.197.219.499.999.900,-22.842.623,-433.431.196,27.5,"{'Uber Promo': 34.5, 'UberX': 43.0, 'Comfort': 70.0, 'UberFlash': 43.0, 'Black': 83.0, 'pop99': 49.94, 'turbo-taxi': 120.15, 'regular-taxi': 120.15, 'poupa99': 44.89}"
1187783,-195.897.853,-440.358.406,-19.566.733,-4.407.607.369.999.990,6.87,"{'UberX': 15.5, 'UberFlash': 15.5, 'Black': 30.5, 'poupa99': 14.1, 'pop99': 14.1, 'turbo-taxi': 27.73, 'regular-taxi': 27.73, 'Uber Promo': 14.0}"
1187784,-23.605.898.699.999.900,-467.249.577,-23.593.922,-467.099.695,2.85,"{'UberX': 10.5, 'Comfort': 13.5, 'Flash': 10.0, 'Black': 15.0, 'Bag': 14.5, 'Black Bag': 18.0, 'Taxi': 12.5, 'poupa99': 10.1, 'pop99': 10.1, 'turbo-taxi': 14.49, 'regular-taxi': 16.1, 'Uber Promo': 9.0}"
1187785,-130.018.204,-384.580.146,-129.773.584,-384.559.837,5.78,"{'pop99': 12.34, 'turbo-taxi': 17.53, 'regular-taxi': 24.69, 'Flash Moto': 9.5, 'Moto': 9.5, 'UberX': 12.5, 'Comfort': 16.0, 'UberFlash': 12.5, 'Uber Promo': 11.5}"
1187786,-228.402.715,-430.139.083,-228.341.811,-429.657.172,08.09,"{'pop99': 17.86, 'turbo-taxi': 29.26, 'regular-taxi': 29.26, 'Uber Promo': 12.5, 'UberX': 14.5, 'Comfort': 24.0, 'UberFlash': 14.5, 'Black': 27.0, 'poupa99': 13.4}"
1187787,-2.295.575.239.999.990,-431.973.146,-22.842.623,-433.431.196,27.47,"{'poupa99': 43.6, 'pop99': 48.41, 'turbo-taxi': 119.27, 'regular-taxi': 119.27, 'UberX': 43.0, 'Comfort': 70.0, 'UberFlash': 43.0, 'Black': 83.0, 'Uber Promo': 34.5}"
1187788,-7.172.611.300.000.000,-348.690.436,-71.727.931,-34.928.298,9.89,"{'poupa99': 14.57, 'pop99': 18.1, 'turbo-taxi': 27.77, 'regular-taxi': 37.02, 'Comfort': 23.0, 'Flash': 16.5, 'Flash Moto': 12.5, 'UberX': 16.5, 'Uber Promo': 14.5}"
1187789,-229.633.973,-43.175.945.999.999.900,-229.729.515,-43.191.907,2.11,"{'Uber Promo': 8.0, 'UberX': 7.5, 'Comfort': 9.5, 'UberFlash': 7.5, 'Black': 12.5, 'poupa99': 7.29, 'turbo-taxi': 19.1, 'regular-taxi': 19.1, 'pop99': 7.29}"
1187790,-232.772.966,-47.281.317,-232.626.626,-4.731.397.020.000.000,4.94,"{'regular-taxi': 33.55, 'Flash': 24.0, 'UberX': 24.0, 'pop99': 17.24}"
1187791,-157.911.062,-478.796.168,-158.018.081,-478.685.615,03.09,"{'poupa99': 7.17, 'turbo-taxi': 15.67, 'regular-taxi': 17.4, 'Uber Promo': 7.5, 'Flash Moto': 5.5, 'UberX': 8.5, 'Comfort': 9.5, 'Flash': 8.5, 'Black': 14.5, 'Bag': 11.5, 'pop99': 7.17}"
1187792,-235.364.309,-467.716.199,-23.485.752,-468.060.085,12.88,"{'pop99': 22.21, 'turbo-taxi': 37.32, 'regular-taxi': 46.65, 'Uber Promo': 25.0, 'UberX': 28.5, 'Comfort': 39.0, 'Flash': 28.5, 'Black': 48.0, 'Bag': 37.0, 'poupa99': 18.57}"
1187793,-22.712.538,-43.555.278,-227.053.789,-435.714.329,2.13,"{'poupa99': 8.11, 'pop99': 8.11, 'Uber Promo': 7.5, 'Comfort': 9.5, 'UberFlash': 6.5, 'Black': 11.5, 'UberX': 6.5}"
1187794,-22.956.043.299.999.900,-43.197.219.499.999.900,-22.842.623,-433.431.196,27.5,"{'pop99': 49.94, 'turbo-taxi': 120.15, 'regular-taxi': 120.15, 'Uber Promo': 34.5, 'UberX': 43.0, 'Comfort': 70.0, 'UberFlash': 43.0, 'Black': 83.0, 'poupa99': 44.89}"
1187795,-25.609.309,-443.338.371,-25.086.014,-4.430.077.929.999.990,12.01,"{'turbo-taxi': 39.55, 'regular-taxi': 46.53, 'Flash': 31.5, 'pop99': 20.92}"
1187796,-228.892.322,-43.116.127,-228.234.039,-42.973.585,18.79,"{'Uber Promo': 27.0, 'UberX': 31.5, 'Comfort': 56.5, 'UberFlash': 31.5, 'Black': 58.5, 'pop99': 27.15, 'turbo-taxi': 72.27, 'regular-taxi': 72.09, 'poupa99': 24.33}"
1187797,-25.452.413.999.999.900,-49.280.504,-255.877.711,-492.176.348,23.93,"{'poupa99': 40.86, 'pop99': 47.32, 'turbo-taxi': 70.5, 'regular-taxi': 88.13, 'Flash': 38.0, 'UberX': 38.0, 'Comfort': 48.5, 'Black': 90.0, 'Uber Promo': 31.5}"
1187798,-30.013.768.400.000.000,-511.715.903,-299.987.042,-511.415.409,4.52,"{'poupa99': 11.99, 'pop99': 11.99, 'turbo-taxi': 25.83, 'regular-taxi': 25.83, 'UberFlash': 10.5, 'UberX': 10.5, 'Comfort': 14.0, 'Black': 24.0, 'Uber Promo': 8.5}"
1187799,-22.983.025.299.999.900,-431.916.491,-229.098.182,-4.330.293.749.999.990,27.61,"{'poupa99': 41.83, 'pop99': 46.53, 'turbo-taxi': 118.38, 'regular-taxi': 118.38, 'UberX': 43.5, 'Comfort': 71.5, 'UberFlash': 43.5, 'Black': 91.5, 'Uber Promo': 34.5}"
1187800,-235.364.309,-467.716.199,-23.485.752,-468.060.085,12.88,"{'poupa99': 17.98, 'pop99': 22.21, 'turbo-taxi': 37.32, 'regular-taxi': 46.65, 'UberX': 28.5, 'Comfort': 39.0, 'Flash': 28.5, 'Black': 48.0, 'Bag': 37.0, 'Uber Promo': 25.0}"
1187801,-2.339.936.999.999.990,-51.927.592,-23.408.887,-5.188.927.499.999.990,4.48,"{'poupa99': 37.44, 'pop99': 37.44, 'turbo-taxi': 25.62, 'regular-taxi': 25.62, 'Comfort': 14.5, 'Uber Flash': 12.5, 'UberX': 12.5}"
1187802,-228.938.865,-470.787.987,-229.761.963,-471.310.941,12.88,"{'turbo-taxi': 47.91, 'regular-taxi': 63.86, 'Flash': 32.5, 'Flash Moto': 21.0, 'Comfort': 38.0, 'UberX': 32.5, 'pop99': 25.62}"
1187803,-236.800.654,-466.835.788,-236.272.751,-467.167.849,14.74,"{'Uber Promo': 36.0, 'UberX': 42.0, 'Comfort': 60.0, 'Flash': 40.0, 'Black': 51.5, 'Bag': 57.0, 'Black Bag': 62.0, 'turbo-taxi': 46.34, 'top99': 57.93, 'regular-taxi': 57.93, 'pop99': 30.22}"
1187804,-228.858.359,-434.048.688,-228.514.964,-433.724.373,10.07,"{'UberX': 15.0, 'Comfort': 26.0, 'UberFlash': 15.0, 'Black': 34.5, 'poupa99': 14.81, 'pop99': 17.16, 'turbo-taxi': 39.95, 'regular-taxi': 39.95, 'Uber Promo': 13.0}"
1187805,-22.983.025.299.999.900,-431.916.491,-229.098.182,-4.330.293.749.999.990,27.61,"{'Uber Promo': 34.5, 'pop99': 46.53, 'UberX': 43.5, 'Comfort': 71.5, 'turbo-taxi': 118.38, 'UberFlash': 43.5, 'regular-taxi': 118.38, 'Black': 91.5, 'poupa99': 41.83}"
1187806,-235.364.309,-467.716.199,-23.485.752,-468.060.085,12.88,"{'pop99': 22.21, 'turbo-taxi': 37.32, 'regular-taxi': 46.65, 'Uber Promo': 25.0, 'UberX': 28.5, 'Comfort': 39.0, 'Flash': 28.5, 'Black': 48.0, 'Bag': 37.0, 'Black Bag': 56.5, 'poupa99': 17.98}"
1187807,-25.452.413.999.999.900,-49.280.504,-255.877.711,-492.176.348,23.93,"{'pop99': 47.54, 'turbo-taxi': 70.5, 'regular-taxi': 88.13, 'Flash': 38.0, 'UberX': 38.0, 'Comfort': 48.5, 'Black': 90.0, 'Uber Promo': 31.5, 'poupa99': 41.08}"
1187808,-25.609.309,-443.338.371,-25.086.014,-4.430.077.929.999.990,12.01,"{'pop99': 20.92, 'turbo-taxi': 39.55, 'regular-taxi': 46.53, 'Flash': 42.0, 'UberX': 42.0}"
1187809,-231.695.998,-46.909.743.899.999.900,-231.697.944,-4.689.286.259.999.990,3.75,"{'Flash': 10.5, 'UberX Promo': 9.5, 'Flash Moto': 7.0, 'Comfort': 11.5, 'UberX': 10.5, 'poupa99': 10.48, 'turbo-taxi': 20.57, 'regular-taxi': 20.57, 'pop99': 10.48}"
1187810,-223.376.338,-49.072.558.699.999.900,-223.308.349,-490.667.699,1.33,"{'poupa99': 4.83, 'turbo-taxi': 13.87, 'regular-taxi': 13.87, 'Uber Flash': 6.0, 'UberX': 6.0, 'Comfort': 7.5, 'pop99': 4.83}"
1187811,-25.609.309,-443.338.371,-25.086.014,-4.430.077.929.999.990,12.01,"{'turbo-taxi': 39.55, 'regular-taxi': 46.53, 'Flash': 39.0, 'UberX': 39.0, 'pop99': 20.92}"
1187812,-22.927.477,-4.339.134.500.000.000,-2.295.918,-433.557.769,8.96,"{'pop99': 23.84, 'turbo-taxi': 48.18, 'regular-taxi': 48.18, 'UberX': 18.0, 'Comfort': 31.5, 'UberFlash': 18.0, 'Black': 38.0, 'Uber Promo': 15.5}"
1187813,-195.895.367,-440.358.227,-19.566.733,-4.407.607.369.999.990,6.47,"{'poupa99': 14.22, 'Uber Promo': 13.5, 'UberX': 15.0, 'UberFlash': 15.0, 'turbo-taxi': 28.09, 'Black': 29.5, 'regular-taxi': 28.09, 'pop99': 14.22}"
1187814,-236.800.331,-466.839.313,-236.272.751,-467.167.849,14.71,"{'pop99': 30.22, 'turbo-taxi': 46.34, 'top99': 57.93, 'regular-taxi': 57.93, 'UberX': 34.0, 'Comfort': 48.5, 'Flash': 31.5, 'Black': 51.0, 'Bag': 45.5, 'Black Bag': 61.0, 'Uber Promo': 29.5}"
1187815,-25.609.309,-443.338.371,-25.086.014,-4.430.077.929.999.990,12.01,"{'Flash': 33.5, 'pop99': 20.92, 'turbo-taxi': 39.55, 'regular-taxi': 46.53, 'UberX': 33.5}"
1187816,-199.072.443,-4.391.175.490.000.000,-198.959.639,-439.059.455,2.45,"{'UberX': 8.5, 'Comfort': 9.5, 'UberFlash': 8.5, 'Black': 13.0, 'poupa99': 12.99, 'pop99': 12.99, 'turbo-taxi': 17.51, 'regular-taxi': 17.51, 'Uber Promo': 7.5}"
1187817,-229.160.909,-43.682.493,-229.138.614,-4.354.448.319.999.990,24.41,"{'poupa99': 24.91, 'pop99': 26.21, 'turbo-taxi': 77.55, 'regular-taxi': 77.55, 'UberX': 26.0, 'Comfort': 40.0, 'UberFlash': 26.0, 'Black': 54.0, 'Uber Promo': 24.0}"
1187818,-199.381.999,-44.049.293,-199.690.602,-440.340.054,5.87,"{'Uber Promo': 12.5, 'Moto': 9.5, 'UberX': 13.5, 'Comfort': 15.5, 'UberFlash': 13.5, 'Black': 25.5, 'pop99': 13.28, 'turbo-taxi': 19.86, 'regular-taxi': 18.8, 'poupa99': 11.75}"
1187819,-25.452.413.999.999.900,-49.280.504,-255.877.711,-492.176.348,23.93,"{'poupa99': 41.21, 'pop99': 47.79, 'turbo-taxi': 70.5, 'regular-taxi': 88.13, 'Flash': 38.0, 'UberX': 38.0, 'Comfort': 49.0, 'Black': 90.5, 'Uber Promo': 31.5}"
1187820,-235.007.226,-466.013.709,-235.018.696,-466.371.578,4.18,"{'poupa99': 14.51, 'pop99': 14.51, 'turbo-taxi': 22.28, 'regular-taxi': 27.85, 'UberX': 13.5, 'Comfort': 19.0, 'Flash': 12.5, 'Black': 22.0, 'Bag': 19.0, 'Black Bag': 27.0, 'Uber Promo': 11.5}"
1187821,-29.779.620.899.999.900,-511.482.612,-29.889.709,-5.113.036.999.999.990,23.44,"{'UberFlash': 21.0, 'UberX': 21.0, 'Comfort': 33.5, 'poupa99': 28.09, 'pop99': 31.14, 'regular-taxi': 84.11, 'Uber Promo': 18.0}"
1187822,-199.381.999,-44.049.293,-199.690.602,-440.340.054,5.87,"{'Moto': 9.5, 'UberX': 13.5, 'Comfort': 15.5, 'UberFlash': 13.5, 'Black': 25.5, 'poupa99': 11.75, 'pop99': 13.28, 'turbo-taxi': 19.86, 'regular-taxi': 18.8, 'Uber Promo': 12.5}"
1187823,-25.609.309,-443.338.371,-25.086.014,-4.430.077.929.999.990,12.01,"{'turbo-taxi': 39.55, 'regular-taxi': 46.53, 'Flash': 31.5, 'pop99': 20.92}"
1187824,-25.452.413.999.999.900,-49.280.504,-255.877.711,-492.176.348,23.93,"{'Flash': 38.0, 'UberX': 38.0, 'Comfort': 49.0, 'Black': 90.5, 'Uber Promo': 31.5, 'pop99': 47.79, 'turbo-taxi': 70.5, 'regular-taxi': 88.13, 'poupa99': 41.21}"
1187825,-223.377.984,-4.907.257.980.000.000,-223.308.349,-490.667.699,1.38,"{'Uber Flash': 6.0, 'Comfort': 7.5, 'poupa99': 5.64, 'pop99': 5.64, 'turbo-taxi': 13.87, 'regular-taxi': 13.87, 'UberX': 6.0}"
1187826,-24.969.777.999.999.900,-53.487.533.899.999.900,-249.549.039,-5.346.219.979.999.990,4.16,"{'poupa99': 17.81, 'pop99': 17.81, 'turbo-taxi': 26.44, 'regular-taxi': 26.21, 'Comfort': 12.5, 'Uber Flash': 10.5, 'UberX': 10.5}"
1187827,-25.609.309,-443.338.371,-25.086.014,-4.430.077.929.999.990,12.01,"{'turbo-taxi': 39.55, 'regular-taxi': 46.53, 'Flash': 38.5, 'pop99': 20.92}"
1187828,-231.749.212,-458.559.419,-23.179.538,-4.586.684,1.64,"{'Flash': 7.5, 'Uber Promo': 7.5, 'Flash Moto': 5.0, 'UberX': 7.5, 'Comfort': 13.0, 'turbo-taxi': 13.81, 'regular-taxi': 13.81, 'pop99': 5.35}"
1187829,-263.114.717,-48.854.676,-26.350.104,-488.317.827,6.38,"{'poupa99': 14.69, 'pop99': 14.69, 'turbo-taxi': 29.79, 'regular-taxi': 29.79, 'Flash': 13.5, 'UberX': 13.5, 'Comfort': 16.0, 'Uber Promo': 11.5}"
1187830,-23.662.433.399.999.900,-46.462.378.699.999.900,-235.708.252,-464.070.814,18.3,"{'turbo-taxi': 57.53, 'top99': 73.91, 'regular-taxi': 71.91, 'Uber Promo': 44.0, 'UberX': 53.5, 'Comfort': 74.5, 'Flash': 53.5, 'Black': 63.0, 'Bag': 70.5, 'pop99': 41.83}"
1187831,-263.114.717,-48.854.676,-26.350.104,-488.317.827,6.38,"{'Flash': 13.5, 'Uber Promo': 11.5, 'UberX': 13.5, 'Comfort': 16.0, 'poupa99': 13.4, 'turbo-taxi': 29.79, 'regular-taxi': 29.79, 'pop99': 13.4}"
1187832,-23.662.433.399.999.900,-46.462.378.699.999.900,-235.699.673,-4.640.899.779.999.990,18.06,"{'UberX': 42.0, 'Flash': 42.0, 'Black': 63.0, 'Bag': 55.5, 'pop99': 34.55, 'turbo-taxi': 58.38, 'top99': 74.85, 'regular-taxi': 72.97, 'Uber Promo': 35.0}"
1187833,-25.609.309,-443.338.371,-25.086.014,-4.430.077.929.999.990,12.01,"{'pop99': 21.86, 'turbo-taxi': 39.55, 'regular-taxi': 46.53, 'Flash': 28.5, 'UberX': 28.5}"
1187834,-232.772.966,-47.281.317,-232.626.626,-4.731.397.020.000.000,4.94,"{'pop99': 23.92, 'regular-taxi': 33.55, 'Flash': 15.5, 'UberX': 15.5}"
1187835,-22.989.392,-43.350.555,-228.597.296,-435.477.564,35.84,"{'pop99': 51.82, 'turbo-taxi': 140.12, 'regular-taxi': 140.12, 'UberX': 57.0, 'Comfort': 89.0, 'UberFlash': 57.0, 'Black': 110.5, 'Uber Promo': 45.0}"
1187836,-20.444.814.299.999.900,-546.194.043,-204.621.662,-546.510.581,5.63,"{'Flash': 12.5, 'UberX': 12.5, 'Comfort': 17.0, 'poupa99': 12.43, 'pop99': 12.43, 'turbo-taxi': 22.48, 'regular-taxi': 26.44, 'Uber Promo': 10.5}"
1187837,-30.021.462,-51.206.551,-300.202.944,-511.807.211,3.21,"{'poupa99': 9.87, 'pop99': 9.87, 'turbo-taxi': 19.25, 'regular-taxi': 19.25, 'UberFlash': 8.5, 'UberX': 8.5, 'Comfort': 11.5, 'Black': 19.0, 'Uber Promo': 7.5}"
1187838,-130.018.204,-384.580.146,-129.773.584,-384.559.837,5.78,"{'pop99': 12.69, 'turbo-taxi': 17.53, 'regular-taxi': 24.69, 'Flash Moto': 9.5, 'UberX': 12.5, 'Comfort': 16.0, 'UberFlash': 12.5, 'Uber Promo': 11.5}"
1187839,-167.113.852,-49.233.626.699.999.900,-167.021.696,-491.215.719,15.45,"{'pop99': 38.89, 'turbo-taxi': 66.85, 'Flash': 38.0, 'regular-taxi': 66.85, 'Moto': 26.0, 'UberX': 38.0, 'Comfort': 45.0, 'UberX Promo': 31.5}"
1187840,-27.078.684.499.999.900,-526.023.249,-270.933.407,-526.365.059,4.78,"{'poupa99': 17.33, 'pop99': 17.33, 'turbo-taxi': 29.32, 'regular-taxi': 29.32, 'Comfort': 21.0, 'Uber Flash': 11.5, 'UberX': 14.0}"
1187841,-27.078.684.499.999.900,-526.023.249,-270.933.407,-526.365.059,4.8,"{'UberX': 14.0, 'Comfort': 21.0, 'Uber Flash': 11.5, 'poupa99': 17.33, 'turbo-taxi': 29.32, 'regular-taxi': 29.32, 'pop99': 17.33}"
1187842,-167.113.852,-49.233.626.699.999.900,-167.021.696,-491.215.719,15.45,"{'turbo-taxi': 66.85, 'regular-taxi': 66.85, 'Flash': 38.0, 'UberX Promo': 31.5, 'Moto': 26.0, 'UberX': 38.0, 'Comfort': 45.0, 'pop99': 38.89}"
1187843,-23.437.511,-46.533.404,-234.376.203,-464.221.707,16.27,"{'pop99': 30.55, 'turbo-taxi': 64.25, 'top99': 64.98, 'regular-taxi': 80.31, 'UberX': 31.5, 'Comfort': 44.5, 'Flash': 31.5, 'Black': 56.0, 'Bag': 42.0, 'Black Bag': 68.0, 'Uber Promo': 26.5}"
1187844,-284.885.114,-49.023.858.999.999.900,-284.326.721,-489.520.941,14.67,"{'pop99': 35.5, 'Comfort': 28.5, 'Uber Flash': 16.0, 'UberX': 17.5}"
1187845,-20.495.264,-54.646.997.999.999.900,-204.718.401,-5.462.163.329.999.990,4.79,"{'poupa99': 27.35, 'pop99': 27.35, 'turbo-taxi': 18.51, 'regular-taxi': 24.68, 'Flash': 15.0, 'UberX': 15.0, 'Comfort': 24.0, 'Uber Promo': 13.0}"
1187846,-238.305.109,-468.150.085,-237.355.586,-466.791.984,28.99,"{'UberX': 42.0, 'Flash': 42.0, 'Bag': 58.0, 'poupa99': 106.21, 'pop99': 106.21, 'Uber Promo': 36.0}"
1187847,-238.305.109,-468.150.085,-237.355.586,-466.791.984,28.99,"{'poupa99': 106.21, 'Uber Promo': 36.0, 'UberX': 42.0, 'Flash': 42.0, 'Bag': 58.0, 'pop99': 106.21}"
1187848,-300.338.007,-512.014.297,-300.324.653,-511.014.364,12.16,"{'poupa99': 17.98, 'pop99': 20.45, 'turbo-taxi': 53.09, 'regular-taxi': 53.09, 'UberFlash': 20.0, 'UberX': 20.0, 'Comfort': 29.5, 'Black': 52.5, 'Uber Promo': 16.5}"
1187849,-19.589.817.999.999.900,-44.034.539,-19.566.733,-4.407.607.369.999.990,6.68,"{'UberX': 14.5, 'Comfort': 18.0, 'UberFlash': 14.5, 'Black': 29.5, 'poupa99': 14.34, 'pop99': 14.34, 'turbo-taxi': 28.79, 'regular-taxi': 28.79, 'Uber Promo': 13.5}"
1187850,-23.619.527.700.000.000,-465.410.665,-236.762.214,-464.402.279,15.82,"{'pop99': 31.02, 'turbo-taxi': 50.48, 'regular-taxi': 63.1, 'Uber Promo': 37.5, 'UberX': 44.5, 'Comfort': 65.0, 'Flash': 44.5, 'Black': 54.5, 'Bag': 61.0, 'poupa99': 25.15}"
1187851,-22.997.467.099.999.900,-433.635.638,-229.238.678,-432.277.594,29.84,"{'UberX': 43.5, 'Comfort': 69.0, 'UberFlash': 43.5, 'Black': 87.5, 'poupa99': 42.18, 'pop99': 46.88, 'turbo-taxi': 102.82, 'regular-taxi': 102.82, 'Uber Promo': 35.5}"
1187852,-235.633.521,-4.650.657.560.000.000,-235.833.037,-464.096.509,14.32,"{'UberX': 29.5, 'Comfort': 42.0, 'Flash': 27.5, 'Black': 51.5, 'Bag': 40.0, 'poupa99': 26.58, 'pop99': 32.34, 'turbo-taxi': 51.98, 'regular-taxi': 64.98, 'Uber Promo': 25.5}"
1187853,-317.590.312,-5.233.339.299.999.990,-317.318.657,-5.234.249.759.999.990,4.2,"{'pop99': 9.29, 'turbo-taxi': 21.62, 'regular-taxi': 21.62, 'UberX': 10.5, 'Uber Flash': 10.5, 'Uber Promo': 8.5}"
1187854,-23.154.908.499.999.900,-470.545.008,-229.750.943,-470.147.872,41.81,"{'poupa99': 164.25, 'pop99': 164.25, 'regular-taxi': 213.74, 'Flash': 125.5, 'Comfort': 148.0, 'UberX': 125.5, 'UberX Promo': 100.0}"
1187855,-19.589.771,-44.035.112,-19.566.733,-4.407.607.369.999.990,6.62,"{'poupa99': 14.34, 'turbo-taxi': 28.79, 'regular-taxi': 28.79, 'Uber Promo': 13.5, 'UberX': 15.0, 'Comfort': 18.0, 'UberFlash': 15.0, 'Black': 29.5, 'pop99': 14.34}"
1187856,-284.885.114,-49.023.858.999.999.900,-284.326.721,-489.520.941,14.67,"{'UberX': 17.5, 'Comfort': 28.5, 'Uber Flash': 16.0, 'pop99': 25.85}"
